从历史中走来	從歷史中走來
你们要找的人	你們要找的人
你们要是	你們要是
你们要的	你們要的
你们要真是	你們要真是
你们要知道	你們要知道
你们见面	你們見面
你们觉得	你們覺得
你们觉得如何	你們覺得如何
你们觉得怎么样	你們覺得怎麼樣
你们觉得那	你們覺得那
你们认识	你們認識
你们认识吗	你們認識嗎
你们讨厌	你們討厭
你们记住	你們記住
你们讲	你們講
你们讲不讲理	你們講不講理
你们讲不讲理呀	你們講不講理呀
你们讲不讲理啊	你們講不講理啊
你们讲的是	你們講的是
你们试一下	你們試一下
你们试一下吧	你們試一下吧
你们试试	你們試試
你们说	你們說
你们说了算	你們說了算
你们说什么	你們說什麼
你们说话	你們說話
你们谁敢	你們誰敢
你们谁来	你們誰來
你们谁能	你們誰能
你们负责	你們負責
你们走	你們走
你们走了	你們走了
你们走吧	你們走吧
你们跑啥	你們跑啥
你们跟我来	你們跟我來
你们身边	你們身邊
你们辛苦	你們辛苦
你们辛苦了	你們辛苦了
你们辛苦啦	你們辛苦啦
你们过来	你們過來
你们还不知道	你們還不知道
你们还在	你們還在
你们还在吗	你們還在嗎
你们还在等什么	你們還在等什麼
你们还好么	你們還好麼
你们还好吗	你們還好嗎
你们还小	你們還小
你们还年轻	你們還年輕
你们还是	你們還是
你们还记不记得	你們還記不記得
你们还记得	你們還記得
你们这个区	你們這個區
你们这个群	你們這個群
你们这个群真是害人不浅	你們這個群真是害人不淺
你们这个群真是害人不浅啊	你們這個群真是害人不淺啊
你们这些	你們這些
你们这帮	你們這幫
你们这帮人	你們這幫人
你们这帮人啊	你們這幫人啊
你们这帮混蛋	你們這幫混蛋
你们这是	你們這是
你们这是自寻死路	你們這是自尋死路
你们这种	你們這種
你们这种人	你們這種人
你们这算什么	你們這算什麼
你们这群	你們這群
你们这群人	你們這群人
你们这般	你們這般
你们选	你們選
你们选择	你們選擇
你们逼我的	你們逼我的
你们那	你們那
你们那啥了	你們那啥了
你们那的	你們那的
你们那里	你們那裡
你们都	你們都
你们都不懂	你們都不懂
你们都不知道	你們都不知道
你们都出去	你們都出去
你们都好	你們都好
你们都得	你們都得
你们都得听我的口令	你們都得聽我的口令
你们都忙	你們都忙
你们都懂	你們都懂
你们都是	你們都是
你们都是好人	你們都是好人
你们都是我的	你們都是我的
你们都是虫子	你們都是蟲子
你们都睡了	你們都睡了
你们都知道	你們都知道
你们都知道吗	你們都知道嗎
你们长大	你們長大
你们随意	你們隨意
你们需要什么	你們需要什麼
你任性	你任性
你休假	你休假
你休息	你休息
你休想	你休想
你优秀	你優秀
你会	你會
你会不会	你會不會
你会不会做	你會不會做
你会不会唱	你會不會唱
你会不会啊	你會不會啊
你会不会来	你會不會來
你会不会玩	你會不會玩
你会不会生气	你會不會生氣
你会不会觉得	你會不會覺得
你会不知道	你會不知道
你会买	你會買
你会买吗	你會買嗎
你会交	你會交
你会什么	你會什麼
你会作	你會作
你会信	你會信
你会做	你會做
你会做什么	你會做什麼
你会做饭	你會做飯
你会养	你會養
你会写代码	你會寫代碼
你会写代码吗	你會寫代碼嗎
你会加	你會加
你会去	你會去
你会去吗	你會去嗎
你会发	你會發
你会发展	你會發展
你会发现	你會發現
你会发觉	你會發覺
你会取	你會取
你会变	你會變
你会后悔	你會後悔
你会后悔吗	你會後悔嗎
你会后悔的	你會後悔的
你会吗	你會嗎
你会听	你會聽
你会唱	你會唱
你会唱歌	你會唱歌
你会喜欢	你會喜歡
你会喜欢吗	你會喜歡嗎
你会回来	你會回來
你会在哪里	你會在哪裡
你会好起来	你會好起來
你会如何	你會如何
你会如何做	你會如何做
你会如何选择	你會如何選擇
你会娶我	你會娶我
你会娶我吗	你會娶我嗎
你会学	你會學
你会害怕	你會害怕
你会少	你會少
你会干什么	你會幹什麼
你会幸福	你會幸福
你会幸福的	你會幸福的
你会开	你會開
你会很幸福	你會很幸福
你会得到什么	你會得到什麼
你会心动	你會心動
你会怀疑	你會懷疑
你会怎么做	你會怎麼做
你会怎么办	你會怎麼辦
你会怎么处理	你會怎麼處理
你会怎么想	你會怎麼想
你会怎么样	你會怎麼樣
你会怎么花	你會怎麼花
你会怎么选择	你會怎麼選擇
你会怎样	你會怎樣
你会怎样做	你會怎樣做
你会惊叹	你會驚歎
你会惊喜地发现	你會驚喜地發現
你会惊奇地发现	你會驚奇地發現
你会惊奇的发现	你會驚奇的發現
你会惊讶	你會驚訝
你会惊讶地发现	你會驚訝地發現
你会惊讶的发现	你會驚訝的發現
你会想到	你會想到
你会想到什么	你會想到什麼
你会想我	你會想我
你会想我吗	你會想我嗎
你会想起	你會想起
你会想起什么	你會想起什麼
你会想起谁	你會想起誰
你会意识到	你會意識到
你会感到	你會感到
你会感受到	你會感受到
你会感叹	你會感嘆
你会感觉到	你會感覺到
你会慢慢发现	你會慢慢發現
你会懂	你會懂
你会懂得	你會懂得
你会成功	你會成功
你会打不	你會打不
你会担心	你會擔心
你会接	你會接
你会明白	你會明白
你会是我的	你會是我的
你会更快乐	你會更快樂
你会杀我	你會殺我
你会来	你會來
你会来求我	你會來求我
你会来求我的	你會來求我的
你会死	你會死
你会死得很惨	你會死得很慘
你会死的	你會死的
你会注意到	你會注意到
你会烦	你會煩
你会爱上他	你會愛上他
你会爱上我	你會愛上我
你会爱我	你會愛我
你会爱我吗	你會愛我嗎
你会玩	你會玩
你会痛	你會痛
你会相信	你會相信
你会看到	你會看到
你会看吗	你會看嗎
你会看见	你會看見
你会知道	你會知道
你会知道的	你會知道的
你会离开	你會離開
你会穿	你會穿
你会突然发现	你會突然發現
你会花	你會花
你会觉得	你會覺得
你会说	你會說
你会说人话	你會說人話
你会说人话吗	你會說人話嗎
你会说什么	你會說什麼
你会说话	你會說話
你会读	你會讀
你会走	你會走
你会输	你會輸
你会选	你會選
你会选什么	你會選什麼
你会选择	你會選擇
你会选择什么	你會選擇什麼
你会选择哪一款	你會選擇哪一款
你会选择哪一种	你會選擇哪一種
你会选择哪款	你會選擇哪款
你会选择哪种	你會選擇哪種
你会选择谁	你會選擇誰
你会选谁	你會選誰
你会遇到	你會遇到
你会问	你會問
你伤不起	你傷不起
你伤不起啊	你傷不起啊
你伤害了我	你傷害了我
你伤心	你傷心
你伤心难过	你傷心難過
你伴着我	你伴著我
你伸手	你伸手
你似乎来到了	你似乎來到了
你似乎来到了没有知识存在的荒原	你似乎來到了沒有知識存在的荒原
你低头	你低頭
你住	你住
你住哪	你住哪
你住哪啊	你住哪啊
你住哪里	你住哪裡
你住在哪	你住在哪
你住在哪里	你住在哪裡
你住的地方	你住的地方
你住的城市	你住的城市
你体内	你體內
你何德何能	你何德何能
你何必	你何必
你作	你作
你作为	你作為
你作弊	你作弊
你作弊了	你作弊了
你你	你你
你你你	你你你
你你你你你	你你你你你
你你看	你你看
你使	你使
你侄子	你侄子
你依然	你依然
你依然在	你依然在
你依然是喜欢	你依然是喜歡
你依然是喜欢他	你依然是喜歡他
你依然是喜欢吃东西	你依然是喜歡吃東西
你依然是没变	你依然是沒變
你依然是这样子	你依然是這樣子
你依靠	你依靠
你侬我侬	你儂我儂
你便	你便
你便会发现	你便會發現
你俄爹	你俄爹
你保护	你保護
你保护世界	你保護世界
你保证	你保證
你保证吗	你保證嗎
你保证哦	你保證哦
你保重	你保重
你信	你信
你信不	你信不
你信不信	你信不信
你信不信吧	你信不信吧
你信不信啊	你信不信啊
你信么	你信麼
你信了吗	你信了嗎
你信吗	你信嗎
你俩	你倆
你俩谁	你倆誰
你倒	你倒
你倒不担心	你倒不擔心
你倒好	你倒好
你倒是	你倒是
你倒是想	你倒是想
你倒是把	你倒是把
你倒是把你	你倒是把你
你倒是挺	你倒是挺
你倒是挺聪明	你倒是挺聰明
你倒是挺聪明的	你倒是挺聰明的
你倒是给	你倒是給
你倒是说	你倒是說
你倒是说啊	你倒是說啊
你借钱	你借錢
你倡我随	你倡我隨
你值得	你值得
你值得拥有	你值得擁有
你值得收藏	你值得收藏
你值得更好	你值得更好
你值班	你值班
你偏心	你偏心
你做	你做
你做不到	你做不到
你做不到的	你做不到的
你做不好	你做不好
你做个	你做個
你做主	你做主
你做了什么	你做了什麼
你做了多少	你做了多少
你做事	你做事
你做事情	你做事情
你做人	你做人
你做什么	你做什麼
你做什么事	你做什麼事
你做什么事情	你做什麼事情
你做什么呢	你做什麼呢
你做什么啊	你做什麼啊
你做什么工作	你做什麼工作
你做什么工作啊	你做什麼工作啊
你做什么工作的	你做什麼工作的
你做什么的	你做什麼的
你做什么的啊	你做什麼的啊
你做任何事	你做任何事
你做任何事情	你做任何事情
你做你的	你做你的
你做决定	你做決定
你做出来	你做出來
你做到	你做到
你做到了	你做到了
你做好	你做好
你做好准备	你做好準備
你做好准备了吗	你做好準備了嗎
你做完	你做完
你做得不好	你做得不好
你做得不错	你做得不錯
你做得到	你做得到
你做得到吗	你做得到嗎
你做得太假了	你做得太假了
你做得太过了吧	你做得太過了吧
你做得好	你做得好
你做得很好	你做得很好
你做梦	你做夢
你做生意	你做生意
你做的	你做的
你做的一切	你做的一切
你做的事	你做的事
你做的事情	你做的事情
你做的好事	你做的好事
你做的饭	你做的飯
你做过	你做過
你做过什么	你做過什麼
你做过吗	你做過嗎
你做错了什么	你做錯了什麼
你做饭	你做飯
你停下了	你停下了
你停下来	你停下來
你停车	你停車
你健康	你健康
你偷看	你偷看
你傻	你傻
你傻不傻	你傻不傻
你傻了	你傻了
你傻了啊	你傻了啊
你傻吗	你傻嗎
你傻呀	你傻呀
你傻啊	你傻啊
你傻是不	你傻是不
你傻的	你傻的
你傻逼	你傻逼
你像	你像
你儿	你兒
你儿子	你兒子
你兄弟	你兄弟
你兄我弟	你兄我弟
你先	你先
你先上	你先上
你先做	你先做
你先别急	你先別急
你先别急啊	你先別急啊
你先别走	你先別走
你先去	你先去
你先吃	你先吃
你先吃饭吧	你先吃飯吧
你先听哪个	你先聽哪個
你先告诉我	你先告訴我
你先和	你先和
你先回	你先回
你先回去吧	你先回去吧
你先回谁	你先回誰
你先坐	你先坐
你先待着	你先待著
你先忙	你先忙
你先忙吧	你先忙吧
你先想一想吧	你先想一想吧
你先把	你先把
你先拿	你先拿
你先挂	你先掛
你先挂吧	你先掛吧
你先挑	你先挑
你先救谁	你先救誰
你先更新吧	你先更新吧
你先来	你先來
